Price,Close,High,Low,Open,Volume
Ticker,FPT.VN,FPT.VN,FPT.VN,FPT.VN,FPT.VN
Date,,,,,
2019-05-06,17601.517578125,17836.20485362083,17493.201094154163,17691.7816268125,3969579
2019-05-07,17944.51953125,17944.51953125,17709.832279378392,17727.88658511516,8851258
2019-05-08,17926.466796875,17944.51923003811,17691.77954894279,17800.09602019204,3953331
2019-05-09,17547.35546875,17926.465907724447,17547.35546875,17908.41347545674,2498184
2019-05-10,17691.78125,17782.04529676499,17601.51720323501,17691.78125,4162568
2019-05-13,17872.30859375,17980.62694314044,17691.78050779354,17691.78050779354,2258171
2019-05-14,18125.048828125,18341.683661084382,17727.887776105606,17836.204256449917,4143984
2019-05-15,18197.259765625,18269.471373938886,18088.943289289517,18233.36650591729,4088523
2019-05-16,17926.466796875,18305.575382382674,17926.466796875,18197.258911133424,7676344
2019-05-17,17653.869140625,17872.30694365681,17594.293492279478,17872.30694365681,3590485
2019-05-20,17971.6015625,17991.458866525707,17673.728896218825,17673.728896218825,4325532
2019-05-21,18229.75390625,18289.327684160275,18011.314224218208,18070.889874399072,2525930
2019-05-22,17971.6015625,18329.0461408583,17971.6015625,18249.615052484674,12612774
2019-05-23,18150.322265625,18190.03874452506,17951.74174339543,17971.60091898082,3783410
2019-05-24,18110.607421875,18249.614160069843,17971.60068368016,18070.890943494946,3004360
2019-05-27,17971.6015625,18051.032650873625,17733.302680566743,17991.458866525707,3454319
2019-05-28,17812.734375,18031.174065109055,17773.01789750102,17872.30815511314,1854797
2019-05-29,17514.861328125,17812.733966399206,17475.14672380768,17812.733966399206,3633231
2019-05-30,17693.583984375,17753.15963353271,17435.429703016976,17514.860781442992,2380919
2019-05-31,17514.861328125,17792.87666424055,17514.861328125,17713.443711064676,1476798
2019-06-03,17276.564453125,17514.861441930367,17276.564453125,17475.146837354998,2128356
2019-06-04,17197.130859375,17355.996760846185,17177.273557826382,17276.56381011059,1417182
2019-06-05,17316.28125,17435.430682740047,17276.564772419984,17276.564772419984,1665642
2019-06-06,17673.7265625,17753.159512655733,17316.28015906975,17395.713109225482,2838738
2019-06-07,17951.740234375,17971.599408291033,17753.159728838076,17792.876204399574,3214857
2019-06-10,17912.0234375,18150.32041432375,17792.87588522339,18070.88933689619,3013024
2019-06-11,17951.740234375,18110.606136620994,17832.590807690503,17912.023758813502,3129265
2019-06-12,17892.16796875,18110.607666657375,17872.308793156208,17951.741750989928,3169740
2019-06-13,17693.583984375,17912.023662655294,17673.726682836135,17892.166361116433,2066712
2019-06-14,17634.01171875,17832.592240239534,17634.01171875,17713.4446762541,1351145
2019-06-17,17495.00390625,17673.727113537418,17435.430127911062,17514.861208272778,3289796
2019-06-18,17495.00390625,17653.86981151464,17375.85447730152,17614.15333519848,1908404
2019-06-19,17733.302734375,17753.16191073176,17554.579508518153,17594.295988960876,2946602
2019-06-20,18031.173828125,18031.173828125,17733.30118693293,17812.7341408869,3272947
2019-06-21,18031.173828125,18110.606782078972,17971.60004879484,18070.890305101984,2226471
2019-06-24,17931.8828125,18051.03036611507,17931.8828125,18031.173064602743,1752676
2019-06-25,18468.05078125,18487.90995528337,17792.876309527026,17872.307388848767,7939506
2019-06-26,18329.044921875,18468.051657622615,18309.187619169912,18468.051657622615,3985017
2019-06-27,18031.173828125,18309.18729469326,17991.457351148016,18289.32812006945,3440092
2019-06-28,18070.890625,18269.47114112964,17832.59175891963,18031.17414731994,5983913
2019-07-01,18706.3515625,18706.3515625,18229.755676134453,18269.472156020813,6157838
2019-07-02,18626.91796875,18865.21496768682,18527.627708548884,18666.63444728459,8311628
2019-07-03,18587.201171875,18626.91764972937,18487.910913374413,18547.48469402063,4705281
2019-07-04,18646.775390625,18746.067523729118,18587.201608579107,18666.634566154113,3079303
2019-07-05,18507.76953125,18666.635453955816,18428.3384421679,18587.202492602908,2746151
2019-07-08,18388.619140625,18626.916115857486,18289.327018030155,18468.050217522148,3820891
2019-07-09,18567.34375,18607.05835532898,18309.187581737642,18388.62053693693,2746785
2019-07-10,18686.4921875,18845.35810535428,18587.201924976453,18646.77570803643,3094219
2019-07-11,18666.6328125,18765.923064005485,18587.199862387395,18726.206588949182,2450709
2019-07-12,18666.6328125,18845.35601411809,18587.199862387395,18706.349287556302,2997648
2019-07-15,18785.779296875,18885.071415003356,18607.056105422576,18646.77257821983,2838567
2019-07-16,18785.779296875,18984.361660861272,18765.921996611592,18805.63846940885,2893729
2019-07-17,18686.4921875,18865.21540895069,18666.634883903593,18785.78245002355,3119924
2019-07-18,18587.201171875,18706.350605438107,18587.201171875,18666.63412758374,2547435
2019-07-19,19143.228515625,19182.944994305784,18626.918037316216,18646.775340521253,6786057
2019-07-22,19202.802734375,19321.95028924038,19043.936831527062,19143.227084671737,4358478
2019-07-23,19381.52734375,19381.52734375,19103.511993615077,19262.37790797789,2511786
2019-07-24,19302.095703125,19619.82568125163,19302.095703125,19599.96650446637,5349295
2019-07-25,19321.951171875,19441.10060445375,19262.377391720955,19302.093869247205,2865213
2019-07-26,19381.52734375,19381.52734375,19202.80412622719,19262.37790797789,2517457
2019-07-29,19302.095703125,19381.528665724367,19143.229777926266,19381.528665724367,3517187
2019-07-30,18984.365234375,19302.09520429036,18944.64875410173,19302.09520429036,5049836
2019-07-31,19222.658203125,19222.658203125,18865.2118280719,18984.3612438464,2859615
2019-08-01,19202.802734375,19302.092987519674,19143.227084671737,19222.660036095705,2431149
2019-08-02,19381.52734375,19460.958428660695,19004.221733273673,19083.654690455078,5308586
2019-08-05,19460.958984375,19778.688949902808,19381.527897196123,19460.958984375,5652956
2019-08-06,19441.099609375,19580.106337466583,19143.226979309853,19143.226979309853,4392056
2019-08-07,19758.830078125,19758.830078125,19441.10013781208,19460.957439963247,3061950
2019-08-08,19977.26953125,20096.417087315174,19798.54632488164,19798.54632488164,5033641
2019-08-09,20295.001953125,20414.149523780543,19858.122534665814,19977.271977592183,4281485
2019-08-12,20771.595703125,20890.745144461507,20136.13576053856,20295.00168232057,13485470
2019-08-13,20851.02734375,21129.040816994187,20533.29739257512,20692.16143202722,6488073
2019-08-14,21129.0390625,21327.619563393244,20970.173163968982,21049.60611323449,5443621
2019-08-15,21049.607421875,21049.607421875,20414.147532785853,20612.729918295365,5367616
2019-08-16,20652.4453125,21883.650532905896,20652.4453125,21049.608226428656,10936194
2019-08-19,20811.310546875,20930.459978841056,20334.716563552072,20652.444637586923,6974853
2019-08-20,21446.76953125,21446.76953125,20811.309665549696,20811.309665549696,5497638
2019-08-21,21287.90625,21645.352702504813,21208.475161209553,21486.48865265312,8225691
2019-08-22,21049.607421875,21565.919751929083,21009.8909447731,21287.904412215772,4568126
2019-08-23,21605.63671875,21605.63671875,20890.745669573767,21089.326204522025,4509135
2019-08-26,21327.62109375,21526.20348116299,21248.190011055463,21248.190011055463,4480076
2019-08-27,20970.173828125,21565.919094213907,20970.173828125,21446.769666542008,3780630
2019-08-28,20692.16015625,21129.039514281125,20692.16015625,21049.606563317182,4386992
2019-08-29,20930.458984375,20970.173587539415,20612.72905316576,20731.876607200124,3302840
2019-08-30,21089.32421875,21208.473651862343,21009.89126334177,21049.607741045886,2457313
2019-09-03,21327.62109375,21446.770526197794,21049.607623642478,21049.607623642478,3506782
2019-09-04,21129.0390625,21526.201936557016,21049.60611323449,21327.619563393244,4115956
2019-09-05,20890.744140625,21248.1905751878,20890.744140625,21208.474096650745,3736842
2019-09-06,21009.890625,21129.040054492238,20771.59363828614,21009.890625,2758072
2019-09-09,21367.337890625,21605.634886811913,20851.0274201749,21049.60793828555,6052894
2019-09-10,21446.76953125,21605.63356153979,21287.903628689637,21526.20248253018,4300139
2019-09-11,21486.486328125,21526.202804358873,21208.472866758482,21446.769851891124,3016717
2019-09-12,22439.677734375,22439.677734375,21605.63541877923,21605.63541877923,9243975
2019-09-13,22558.82421875,22797.123081660946,22360.24370526152,22439.676659565168,11709472
2019-09-16,22916.271484375,23035.420920216267,22519.110442778867,22598.541527735666,3233197
2019-09-17,22876.556640625,23075.13904788539,22677.97610563546,22757.409068539615,4037698
2019-09-18,22399.9609375,22995.704370318166,22360.244459009362,22995.704370318166,11486126
2019-09-19,22955.986328125,22955.986328125,22320.526460102083,22479.3923632431,3458072
2019-09-20,23114.853515625,23353.15051130674,22876.55464767258,22916.27112566465,3369710
2019-09-23,22439.677734375,23154.570612808307,22439.677734375,23035.421175645846,9220974
2019-09-24,22320.529296875,22638.25927126757,22161.66524581412,22399.962258540847,9745263
2019-09-25,22797.123046875,22797.123046875,22280.81071695976,22360.243671142205,3481437
2019-09-26,22916.271484375,23035.420920216267,22717.690963576933,22916.271484375,2468971
2019-09-27,23234.0,23353.149428451405,22797.122506886037,22876.55358691638,6059459
2019-09-30,22916.271484375,23631.164354881177,22916.271484375,23551.731397653664,5718291
2019-10-01,23234.0,23234.0,22876.55358691638,22916.270063066848,3968315
2019-10-02,22717.689453125,23273.71637220708,22717.689453125,23233.999896233992,6118931
2019-10-03,22717.689453125,22797.12240507118,22399.95951761087,22479.39246955705,7195866
2019-10-04,22558.82421875,22836.83955881277,22519.10961386882,22836.83955881277,3188904
2019-10-07,22042.515625,22717.69204915615,22042.515625,22558.826127109623,5724664
2019-10-08,22280.80859375,22320.52506705651,21923.36220626186,22042.511626181393,3227549
2019-10-09,22399.9609375,22638.257936173126,22161.663938826874,22360.244459009362,2311115
2019-10-10,22399.9609375,22638.257936173126,22399.9609375,22479.393894481276,1950209
2019-10-11,22439.677734375,22598.541778320883,22399.961255320846,22519.110692483308,1917431
2019-10-14,22916.271484375,23114.85387744378,22558.82504912191,22638.258006349424,5772018
2019-10-15,22797.123046875,22955.987082969245,22797.123046875,22955.987082969245,1892063
2019-10-16,22836.83984375,23035.420359716187,22797.12336610263,22955.987404421445,2512703
2019-10-17,22519.109375,22836.83931657367,22479.392898269463,22797.122839843134,4203547
2019-10-18,22677.974609375,22876.555131262485,22479.39408748752,22558.82517288008,3555970
2019-10-21,22439.677734375,22797.124173591652,22360.244776266692,22797.124173591652,3727868
2019-10-22,22360.244140625,22479.393574400365,22121.94714534495,22439.677096475243,3703420
2019-10-23,22399.9609375,22638.257936173126,22241.095023537444,22241.095023537444,1804930
2019-10-24,23114.853515625,23114.853515625,22399.960656309104,22558.8246960067,5459744
2019-10-25,23035.419921875,23234.000434066707,22916.2704911976,23154.569352552404,3319482
2019-10-28,23075.138671875,23353.152165238458,22955.989229460312,23035.422191070105,4259615
2019-10-29,22995.703125,23154.569030359267,22955.986648660182,23114.852554019453,2420912
2019-10-30,22955.986328125,23075.135755480766,22876.55337655449,22995.702803910255,4328525
2019-10-31,22995.703125,23313.433063447934,22955.986648660182,23035.419601339818,3218786
2019-11-01,23234.0,23313.432952300936,22876.55358691638,23035.419491518252,4182692
2019-11-04,23790.029296875,24028.32628654599,23313.433445262377,23313.433445262377,14026943
2019-11-05,23750.314453125,23869.46202001861,23591.448534239167,23869.46202001861,6744325
2019-11-06,23631.1640625,23988.610493330514,23631.1640625,23750.313496867067,3817414
2019-11-07,23631.1640625,23790.029974989422,23512.014628132933,23631.1640625,3519137
2019-11-08,23670.87890625,23750.31185701021,23512.013004729582,23750.31185701021,2943513
2019-11-11,23829.74609375,24068.044977613314,23631.16556280138,23710.598524089153,5262888
2019-11-12,24226.908203125,24346.057641000276,23829.745282478165,23829.745282478165,6957642
2019-11-13,24028.328125,24346.058092961674,24028.328125,24306.341612932618,14304666
2019-11-14,23154.568359375,24226.905700392937,22836.838430134398,24028.325196719015,12187347
2019-11-15,23273.71484375,23353.147790479572,22916.268455737394,23154.567295926106,6198289
2019-11-18,22836.83984375,23353.15030862448,22677.97393316052,23194.284398035,6745894
2019-11-19,23154.568359375,23154.568359375,22836.838430134398,22836.838430134398,2678568
2019-11-20,22558.82421875,23114.8530266049,22479.393136716993,23114.8530266049,16465191
2019-11-21,22241.09375,22677.973116110363,22201.379146054147,22558.82368746101,7974504
2019-11-22,22241.09375,22677.973116110363,22042.513241188342,22360.24317864935,3924121
2019-11-25,22479.39453125,22638.258577441953,22161.664566595333,22280.81213317161,2831157
2019-11-26,22677.974609375,22717.69108820664,22558.82517288008,22638.25813054336,2398393
2019-11-27,22638.2578125,22797.12372559467,22598.541334226335,22717.690769047334,1960539
2019-11-28,22241.09375,22598.54016367746,22161.662669837697,22598.54016367746,3513803
2019-11-29,22399.9609375,22558.824979191846,22161.663938826874,22241.095023537444,1784560
2019-12-02,21685.068359375,22439.67771625305,21685.068359375,22439.67771625305,4808860
2019-12-03,21645.3515625,21923.365039301312,21168.75756577509,21526.203999454123,5959534
2019-12-04,22002.798828125,22042.515308065576,21446.77185349848,21645.352380930588,2298085
2019-12-05,21804.216796875,22161.66321941664,21764.500319673636,22042.513787812546,2857734
2019-12-06,21843.931640625,22002.79566528024,21724.782217930693,21843.931640625,1342358
2019-12-09,21963.08203125,22161.66442808727,21843.934465418384,21923.365551882547,2002245
2019-12-10,22042.515625,22161.665066534897,21764.502133689373,21963.082663976737,1923897
2019-12-11,22439.677734375,22479.394213429154,21923.36537894173,22042.51481610419,2294284
2019-12-12,22638.2578125,22717.690769047334,22519.110249949696,22558.824855952666,2368754
2019-12-13,22677.974609375,22836.840524701565,22598.54165171172,22717.69108820664,4131405
2019-12-16,22439.677734375,22677.97473642919,22399.961255320846,22677.97473642919,2736591
2019-12-17,22002.798828125,22399.96175525999,21883.651260574046,22320.528795378836,5407368
2019-12-18,22042.515625,22241.096155287363,21843.93509471264,22002.799144488366,2467906
2019-12-19,22161.6640625,22320.52810507839,22002.798147650894,22042.514626363172,2046318
2019-12-20,22439.677734375,22519.110692483308,22161.664253266656,22241.09533910423,1875626
2019-12-23,22280.80859375,22638.254981238137,22241.09212044349,22598.538507931626,1848836
2019-12-24,22399.9609375,22439.677415990638,22280.811502028082,22399.9609375,1993171
2019-12-25,22836.83984375,22995.703882068814,22399.96046189959,22399.96046189959,3872299
2019-12-26,22797.123046875,23075.13651424291,22797.123046875,22955.987082969245,4982934
2019-12-27,22876.556640625,22955.989603529157,22558.826661279225,22797.12554999169,2425355
2019-12-30,23273.71484375,23392.864263844356,22876.551982372606,22955.98492910218,6953804
2019-12-31,23154.568359375,23313.432387860026,23035.41893380832,23273.71591267113,1663058
2020-01-02,23273.71484375,23432.58073720914,23035.41787583175,23154.567295926106,2164345
2020-01-03,22876.556640625,23472.301990135322,22797.12554999169,23392.869027231165,4942819
2020-01-06,22638.2578125,22876.554809871304,22558.824855952666,22677.974290773665,2634859
2020-01-07,23075.138671875,23075.138671875,22638.25925529196,22757.408697706647,2020780
2020-01-08,22558.82421875,22916.270640845778,22558.82421875,22836.83955881277,4437500
2020-01-09,22876.556640625,22916.27312207708,22677.97610563546,22757.409068539615,2334095
2020-01-10,22836.83984375,22955.987404421445,22677.97393316052,22836.83984375,2458638
2020-01-13,22677.974609375,22876.555131262485,22638.25813054336,22797.124045869925,1993075
2020-01-14,22638.2578125,22797.12372559467,22638.2578125,22677.974290773665,1943884
2020-01-15,22638.2578125,22677.974290773665,22558.824855952666,22638.2578125,2493321
2020-01-16,23035.419921875,23114.852875659933,22638.25702522096,22638.25702522096,4689602
2020-01-17,22876.556640625,23075.13904788539,22638.25962418338,23035.422566433313,3352067
2020-01-20,22797.123046875,23035.42003715169,22717.690092692555,22836.83952396622,4346701
2020-01-21,22042.515625,23035.42202097841,22042.515625,22955.989059955147,10744793
2020-01-22,22439.677734375,22439.677734375,21724.784855941693,21843.934293104154,7640698
2020-01-30,21724.78515625,22161.66455961408,21407.055191695425,21963.082161598242,7174409
2020-01-31,20652.4453125,21804.217575666025,20652.4453125,21446.77114035731,10550086
2020-02-03,20453.865234375,20851.028156899858,19460.958864198234,19699.2577410756,8696226
2020-02-04,20573.013671875,20811.31066488775,20255.283723767778,20811.31066488775,3985959
2020-02-05,20652.4453125,20970.17526918878,20652.4453125,20771.59474835981,3979151
2020-02-06,21287.90625,21287.90625,20573.01521726117,20851.028708704736,4184622
2020-02-07,21168.759765625,21248.192730757364,20970.17735279409,21049.610317926454,2941387
2020-02-10,20890.744140625,21049.608182502518,20692.161747939717,20811.311183550886,1781470
2020-02-11,21287.90625,21327.622730530624,20930.461669765988,21009.89275855643,2619702
2020-02-12,21486.486328125,21724.78331325764,21327.620423189503,21367.33689942338,2666743
2020-02-13,21565.919921875,21645.351004434102,21327.621057385724,21486.486967045243,2487408
2020-02-14,21645.3515625,21645.3515625,21446.771042576405,21486.487521015264,2247662
2020-02-17,21526.203125,21685.067160031238,21446.770171349068,21685.067160031238,2404911
2020-02-18,22241.09375,22241.09375,21565.91927113213,21605.633875077983,4374899
2020-02-19,22121.947265625,22320.527784059635,22042.51430934287,22201.38022190713,1827548
2020-02-20,22161.6640625,22399.96106250294,22042.514626363172,22280.81162636611,1884581
2020-02-21,21724.78515625,22201.381039217245,21724.78515625,22201.381039217245,3519162
2020-02-24,20851.02734375,21407.05429023837,20851.02734375,21089.324339063493,5507872
2020-02-25,21446.76953125,21446.76953125,20652.443762989333,20692.160238629425,3397708
2020-02-26,21843.931640625,21923.362716817366,21049.605900537288,21208.471797463033,7823218
2020-02-27,22241.09375,22439.676131082255,21685.066827510884,21843.93273237669,7594451
2020-02-28,21883.6484375,22121.945414131464,21685.066063415,21843.931962683,5945246
2020-03-02,22121.947265625,22320.527784059635,21764.500834626102,21883.650269049296,4465353
2020-03-03,22201.37890625,22638.256395370907,22121.945954675077,22320.5264613418,3592442
2020-03-04,22042.515625,22042.515625,21804.218614201007,22042.515625,4375567
2020-03-05,21685.068359375,22201.380714391304,21685.068359375,22042.514798302986,3129142
2020-03-06,21446.76953125,21565.918958170274,21248.18902532012,21526.20248253018,3573446
2020-03-09,19977.26953125,20652.444008340914,19977.26953125,20334.715943986714,14236373
2020-03-10,20533.296875,20652.4444335181,19977.269942527193,20255.283408763597,4975306
2020-03-11,20175.8515625,20851.02796282676,19659.541078612827,20652.44556727728,6988101
2020-03-12,19103.509765625,19580.105580858668,18785.779846226054,19302.0921354184,10572677
2020-03-13,19123.373046875,19858.12329227541,17951.743366347964,17991.45984883865,7965695
2020-03-16,18904.931640625,19738.972081615848,18865.215161682,19123.371338676145,5042694
2020-03-17,19262.376953125,19262.376953125,18468.051165227775,18666.63354833739,6741260
2020-03-18,19222.658203125,19500.671634328435,19202.800903297782,19460.955162403603,4850278
2020-03-19,18944.6484375,19103.512483667357,18904.93195789047,18904.93195789047,5349731
2020-03-20,18944.6484375,19163.08813921703,18805.641695002025,19143.228963276888,3797020
2020-03-23,17634.01171875,18626.918070739095,17634.01171875,18309.188112993415,10177953
2020-03-24,17673.7265625,17872.30706561879,17276.56368399188,17872.30706561879,8568812
2020-03-25,18269.470703125,18428.336610036487,17931.883459344022,18269.470703125,5386707
2020-03-26,17554.580078125,18209.899218287344,17554.580078125,18070.892468362763,6121465
2020-03-27,17117.703125,17634.01366110592,17038.270158746498,17634.01366110592,6405160
2020-03-30,16045.361328125,16323.374796689739,15926.211896338405,16085.077805387198,11499297
2020-03-31,16323.375,16839.68733856868,15926.212094701938,16482.240911027493,5882129
2020-04-01,16799.970703125,17157.417127311146,16204.227286904972,16204.227286904972,3643695
2020-04-03,17713.443359375,17733.300661139405,16958.83406372777,17077.983491125935,6442408
2020-04-06,18865.216796875,18865.216796875,18070.892765977,18269.47330563378,7018151
2020-04-07,18785.779296875,18944.645188064016,18468.049386767405,18865.212242469508,5994990
2020-04-08,18607.05859375,18686.4915499671,18170.18107909732,18309.187816341902,4002611
2020-04-09,18607.05859375,18904.931243428786,18468.051856505415,18666.63424704817,5219151
2020-04-10,18428.337890625,18666.63489528091,18229.755493186112,18507.7689773298,8266508
2020-04-13,18468.05078125,18666.6331602308,18309.186750335943,18428.33617772442,10530500
2020-04-14,19659.541015625,19659.541015625,18666.634657871014,18904.931659496167,9969510
2020-04-15,19897.837890625,20175.851369463588,19798.547629935605,20056.701933273886,5322531
2020-04-16,19977.26953125,20175.850039539022,19580.10664240136,19738.97067457846,3689177
2020-04-17,20334.716796875,20374.43140238206,19937.553891368367,20334.716796875,6464176
2020-04-20,20374.4296875,20652.44313627351,20136.13271316135,20612.728534109163,5405993
2020-04-21,19580.107421875,20215.567320421906,19421.24151110294,20056.701409649846,9314309
2020-04-22,20295.001953125,20334.718434100458,19341.812026526542,19381.528507501997,10264845
2020-04-23,20255.283203125,20731.87717690011,20255.283203125,20692.160700373748,3355927
2020-04-24,20255.283203125,20334.71615617772,19897.83678665836,20215.566726598638,3454818
2020-04-27,20136.134765625,20453.864721219386,20056.701808658727,20453.864721219386,3547424
2020-04-28,20136.134765625,20175.851244108137,19937.554245480023,20136.134765625,2894682
2020-04-29,20175.8515625,20414.14856488864,20056.702125170315,20175.8515625,3256537
2020-05-04,20056.701171875,20215.567080763685,19778.68770359045,19937.553612479132,2512884
2020-05-05,20215.568359375,20255.28483910919,20016.987832974803,20175.851879640806,1636413
2020-05-06,21009.890625,21089.323577994823,20255.283188361005,20255.283188361005,10311019
2020-05-07,21248.189453125,21248.189453125,20811.310084558572,21049.607070926348,5046217
2020-05-08,21327.62109375,21883.649906235707,21287.904616267402,21287.904616267402,8750173
2020-05-11,21446.76953125,21605.63356153979,21168.75607403994,21446.76953125,5260330
2020-05-12,21605.63671875,21605.63671875,21287.90673947028,21446.772665245564,6874468
2020-05-13,22539.958984375,22631.307068097354,21649.323593299883,21694.995762890434,14510751
2020-05-14,22243.080078125,22425.774369664112,22151.73199622015,22357.264244370766,7844844
2020-05-15,21923.365234375,22334.429760125957,21809.181059948784,22060.387367048894,5101966
2020-05-18,22083.224609375,22083.224609375,21649.325847197466,21694.99802154292,4241581
2020-05-19,22494.287109375,22699.81749203603,22197.406769524656,22471.44915201001,6294383
2020-05-20,22334.4296875,22380.10373157611,22174.571469368973,22380.10373157611,2613810
2020-05-21,22517.123046875,22517.123046875,22311.590793290536,22334.42875050583,4212429
2020-05-22,22128.896484375,22380.102779976987,22128.896484375,22380.102779976987,3634543
2020-05-25,22128.896484375,22197.406611440765,21832.018018909588,22151.73256930671,4434777
2020-05-26,22288.75390625,22288.75390625,22083.22166006194,22151.731784701104,3436941
2020-05-27,21923.365234375,22562.79810897839,21923.365234375,22334.429760125957,4450454
2020-05-28,21923.365234375,22197.407627452063,21923.365234375,22014.71332282426,2552712
2020-05-29,21900.52734375,21969.037468306215,21694.9950978108,21923.363427845215,2871291
2020-06-01,22060.388671875,22083.22475920266,21923.366531096533,21923.366531096533,3401093
2020-06-02,21923.365234375,22151.733583227433,21923.365234375,22060.387367048894,3201979
2020-06-03,22220.244140625,22357.264392117177,21877.69163962396,21923.36380860762,4103060
2020-06-04,22106.0625,22334.430860099605,22106.0625,22334.430860099605,2785008
2020-06-05,22243.080078125,22243.080078125,21991.875661292543,22106.059827538313,3547627
2020-06-08,22539.958984375,22836.83932033733,22380.102646266823,22380.102646266823,8846763
2020-06-09,22357.265625,22676.98205913985,22334.429539248882,22654.14410111803,3218369
2020-06-10,22288.75390625,22380.1019872826,22106.05961645537,22380.1019872826,2802031
2020-06-11,21009.890625,22288.754428042466,21009.890625,22288.754428042466,9713404
2020-06-12,21466.62890625,21466.62890625,20553.155495113468,20553.155495113468,6664655
2020-06-15,21009.890625,21923.363967628644,20964.21845568506,21923.363967628644,2576283
2020-06-16,21283.93359375,21375.281679459786,21146.913337455982,21283.93359375,2439503
2020-06-17,21169.75,21352.444304130575,21124.075955899676,21329.608218215773,2494701
2020-06-18,21283.93359375,21329.607636604895,21078.403209308974,21146.913337455982,1727272
2020-06-19,21466.62890625,21466.62890625,21283.934598476844,21283.934598476844,2415480
2020-06-22,21466.62890625,21466.62890625,21398.11877486891,21466.62890625,1960586
2020-06-23,21717.833984375,22106.060536515786,21352.44351730752,21443.791602142053,4311452
2020-06-24,21557.9765625,21900.52908478364,21489.466432497415,21877.692998873015,1273974
2020-06-25,21375.283203125,21512.303469186045,21283.93511090377,21306.773070094478,1533825
2020-06-26,21398.119140625,21535.14127800004,21329.609008072875,21375.283053864554,1265327
2020-06-29,21032.728515625,21283.932935147743,20941.380432741855,21283.932935147743,2689030
2020-06-30,20850.033203125,21192.58568878931,20735.8490412369,21078.401526901205,3345935
2020-07-01,21101.23828125,21146.912321911477,20918.543990874674,21009.89019992705,18851468
2020-07-02,21078.40234375,21146.912469083723,20987.05426179131,21146.912469083723,1131590
2020-07-03,21124.076171875,21238.260347157884,21055.566041159414,21238.260347157884,1420310
2020-07-06,21375.283203125,21443.793336155522,21146.914844842726,21238.261064793158,4581605
2020-07-07,21672.16015625,21877.692413024655,21466.627899475345,21466.627899475345,5834365
2020-07-08,21786.34375,21877.69183331726,21603.64945563609,21603.64945563609,3174644
2020-07-09,22083.224609375,22106.062568818546,21832.020161391734,21877.694208008004,6503993
2020-07-10,21832.017578125,22037.54795517268,21694.995454489286,21969.03782949012,11484798
2020-07-13,22220.244140625,22357.264392117177,21809.179641607276,21923.36380860762,8467293
2020-07-14,22174.5703125,22311.590565309136,22060.38614440218,22060.38614440218,4994193
2020-07-15,22197.40625,22357.264458730904,22106.060039489916,22243.080291390343,3182921
2020-07-16,22197.40625,22265.91824822082,22106.060039489916,22174.57016544013,2225843
2020-07-17,21969.041015625,22151.735334697885,21969.041015625,22151.735334697885,2755941
2020-07-20,21649.322265625,22014.710833565194,21626.48430995967,21969.036794505042,4301880
2020-07-21,21832.017578125,21900.52770380756,21580.81128759482,21694.995454489286,1973357
2020-07-22,21649.322265625,21923.36275544489,21603.64822656485,21923.36275544489,1716590
2020-07-23,21809.1796875,21809.1796875,21512.301227128504,21649.32335117961,1969999
2020-07-24,20964.21875,21717.83389379445,20735.850411136795,21649.323766589616,6654350
2020-07-27,19959.3984375,20964.219934163688,19913.724392693333,20553.15540317443,6872226
2020-07-28,20872.869140625,20918.543179514934,20164.926218507284,20279.110379596867,4204978
2020-07-29,20347.623046875,20507.481252140336,20005.07055227952,20279.111050139454,3809754
2020-07-30,20621.66796875,20621.66796875,20370.461651599806,20370.461651599806,1456611
2020-07-31,20324.787109375,20644.503551662703,20096.418756961142,20096.418756961142,2321801
2020-08-03,20964.21875,20964.21875,20324.785903366515,20324.785903366515,3469746
2020-08-04,21261.099609375,21375.283791660022,21101.241379721803,21238.261649555487,2206493
2020-08-05,21466.62890625,21535.140909901842,21124.0763770738,21238.26055346587,4203466
2020-08-06,21375.283203125,21580.813602216567,21329.609157014387,21466.629423075432,2421307
2020-08-07,21512.302734375,21832.019173957724,21375.282472994255,21375.282472994255,2694213
2020-08-10,21557.9765625,21832.018954781055,21512.30251840804,21626.486692502585,2435390
2020-08-11,21466.62890625,21672.161172664022,21466.62890625,21672.161172664022,2538901
2020-08-12,21694.994140625,21694.994140625,21420.95365449085,21512.299859112074,2588307
2020-08-13,21900.52734375,21900.52734375,21694.9950978108,21786.343178732794,3587069
2020-08-14,21832.017578125,22014.711870702024,21672.15937001863,21969.03782949012,3428966
2020-08-17,21466.62890625,21466.62890625,21238.26055346587,21420.956733509774,2201267
2020-08-18,21398.119140625,21535.14127800004,21375.283053864554,21466.62927317713,1312172
2020-08-19,21398.119140625,21489.46723220836,21306.772921312426,21420.957099656232,1841048
2020-08-20,21489.46484375,21672.159134340276,21398.116762319572,21420.954718812467,5088406
2020-08-21,21649.322265625,21694.99443241464,21557.974187504697,21580.810270899517,2644935
2020-08-24,22128.896484375,22197.406611440765,21854.8541038413,21900.528145975357,7430216
2020-08-25,22311.591796875,22357.26584108939,22174.571536502553,22197.407622474388,8195147
2020-08-26,22106.0625,22311.592900727155,22014.714407051833,22288.75681362552,3071559
2020-08-27,22768.326171875,22882.51033462766,22037.547155803888,22037.547155803888,7818033
2020-08-28,22791.1640625,23339.24691878039,22791.1640625,22928.184308502467,9306194
